language,question,document_title,document,document_answer_region
english,"['How', 'long', 'is', 'the', 'Three', 'Gorges', 'Dam', '?']","['Three', 'Gorges', 'Dam']","['Made', 'of', 'concrete', 'and', 'steel', ',', 'the', 'dam', 'is', '2,335', 'm', '(', '7,661', 'ft', ')', 'long', 'and', 'the', 'top', 'of', 'the', 'dam', 'is', '185', 'm', '(', '607', 'ft', ')', 'above', 'sea', 'level', '.', 'The', 'project', 'used', '27.2×10', '^', '6m3', '(', '35.6×10', '^', '6cuyd', ')', 'of', 'concrete', '(', 'mainly', 'for', 'the', 'dam', 'wall', ')', ',', 'used', '463,000', 'T', 'of', 'steel', '(', 'enough', 'to', 'build', '63', 'Eiffel', 'Towers', ')', ',', 'and', 'moved', 'about', '102.6×10', '^', '6m3', '(', '134.2×10', '^', '6cuyd', ')', 'of', 'earth', '.[31', ']', 'The', 'concrete', 'dam', 'wall', 'is', '181', 'm', '(', '594', 'ft', ')', 'high', 'above', 'the', 'rock', 'basis', '.']",-3
english,"['When', 'was', 'the', 'Polish', '–', 'Lithuanian', 'Commonwealth', 'established', '?']","['Polish', '–', 'Lithuanian', 'Commonwealth']","['The', 'Polish', '–', 'Lithuanian', 'Commonwealth', '–', 'formally', ',', 'the', 'Crown', 'of', 'the', 'Kingdom', 'of', 'Poland', 'and', 'the', 'Grand', 'Duchy', 'of', 'Lithuania', 'and', ',', 'after', '1791', ',', 'the', 'Commonwealth', 'of', 'Poland', '–', 'was', 'a', 'dual', 'state', ',', 'a', 'bi', '-', 'confederation', 'of', 'Poland', 'and', 'Lithuania', 'ruled', 'by', 'a', 'common', 'monarch', ',', 'who', 'was', 'both', 'King', 'of', 'Poland', 'and', 'Grand', 'Duke', 'of', 'Lithuania', '.', 'It', 'was', 'one', 'of', 'the', 'largest', '[4][5', ']', 'and', 'most', 'populous', 'countries', 'of', '16th', '–', 'to', '17th', '-', 'century', 'Europe', '.', 'At', 'its', 'largest', 'territorial', 'extent', ',', 'in', 'the', 'early', '17th', 'century', ',', 'the', 'Commonwealth', 'covered', 'almost', '400,000', 'square', 'miles', '(', '1,000,000km2)', '[6', ']', 'and', 'sustained', 'a', 'multi', '-', 'ethnic', 'population', 'of', '11', 'million', '.[7', ']']",-3
english,"['What', 'is', 'the', 'most', 'common', 'type', 'of', 'rock', 'on', 'Earth', '?']","['Rock', '(', 'geology', ')']","['About', '64.7', '%', 'of', 'the', 'Earth', ""'s"", 'crust', 'by', 'volume', 'consists', 'of', 'igneous', 'rocks', ',', 'making', 'it', 'the', 'most', 'plentiful', 'category', '.', 'Of', 'these', ',', '66', '%', 'are', 'basalts', 'and', 'gabbros', ',', '16', '%', 'are', 'granite', ',', 'and', '17', '%', 'granodiorites', 'and', 'diorites', '.', 'Only', '0.6', '%', 'are', 'syenites', 'and', '0.3', '%', 'peridotites', 'and', 'dunites', '.', 'The', 'oceanic', 'crust', 'is', '99', '%', 'basalt', ',', 'which', 'is', 'an', 'igneous', 'rock', 'of', 'mafic', 'composition', '.', 'Granites', 'and', 'similar', 'rocks', ',', 'known', 'as', 'meta', '-', 'granitoids', ',', 'form', 'much', 'of', 'the', 'continental', 'crust', '.[6', ']', 'Over', '700', 'types', 'of', 'igneous', 'rocks', 'have', 'been', 'described', ',', 'most', 'of', 'them', 'having', 'formed', 'beneath', 'the', 'surface', 'of', 'Earth', ""'s"", 'crust', '.', 'These', 'have', 'diverse', 'properties', ',', 'depending', 'on', 'their', 'composition', 'and', 'the', 'temperature', 'and', 'pressure', 'conditions', 'in', 'which', 'they', 'were', 'formed', '.']",-3
english,"['What', 'or', 'who', 'was', 'the', 'Meiji', 'Restoration', 'named', 'for', '?']","['Meiji', 'Restoration']","['The', 'Meiji', 'Restoration(明治維新', ',', 'Meiji', 'Ishin', ')', ',', 'also', 'known', 'as', 'the', 'Meiji', 'Renovation', ',', 'Revolution', ',', 'Reform', ',', 'or', 'Renewal', ',', 'was', 'an', 'event', 'that', 'restored', 'practical', 'imperial', 'rule', 'to', 'the', 'Empire', 'of', 'Japan', 'in', '1868', 'under', 'Emperor', 'Meiji', '.', 'Although', 'there', 'were', 'ruling', 'Emperors', 'before', 'the', 'Meiji', 'Restoration', ',', 'the', 'events', 'restored', 'practical', 'abilities', 'and', 'consolidated', 'the', 'political', 'system', 'under', 'the', 'Emperor', 'of', 'Japan', '.']",-3
english,"['How', 'long', 'did', 'Beetleborgs', 'air', 'for', '?']","['Big', 'Bad', 'Beetleborgs']","['Big', 'Bad', 'Beetleborgs', '(', 'later', 'Beetleborgs', 'Metallix', ')', 'is', 'an', 'American', 'live', '-', 'action', 'television', 'series', 'by', 'Saban', 'Entertainment', 'and', 'was', 'co', '-', 'produced', 'with', 'Renaissance', '-', 'Atlantic', 'Films', ',', 'Toei', 'Company', 'and', 'Bugboy', 'Productions', '.[1', ']', 'It', 'aired', 'for', 'two', 'seasons', 'on', 'Fox', 'Kids', 'between', 'September', '7', ',', '1996', ',', 'and', 'March', '2', ',', '1998', '.']",-3
english,"['What', 'is', 'the', 'earliest', 'known', 'example', 'of', 'irrigation', '?']",['Irrigation'],"['Archaeological', 'investigation', 'has', 'found', 'evidence', 'of', 'irrigation', 'in', 'areas', 'lacking', 'sufficient', ' ', 'natural', 'rainfall', 'to', 'support', 'crops', 'for', 'rainfed', 'agriculture', '.', 'The', 'earliest', 'known', 'use', 'of', 'the', 'technology', 'dates', 'to', 'the', '6th', 'millennium', 'BCE', 'in', ' ', 'Khuzistan', 'in', 'the', 'south', '-', 'west', 'of', 'present', '-', 'day', 'Iran', '.[4][5', ']']",-3
english,"['What', 'does', 'the', 'name', 'Olof', 'mean', '?']",['Olaf'],"['Olaf', 'or', 'Olav', '(', '/ˈoʊləf/', ',', '/ˈoʊlɑːf/', ',', 'or', 'British', 'Ōleifr', ',', 'Anleifr', '/ˈoʊlæf/', ';', 'Old', 'Norse', ':', 'Áleifr', ',', 'Ólafr', ')', 'is', 'a', 'Scandinavian', ',', 'German', ',', 'and', 'Dutch', 'given', 'name', '.', 'It', 'is', 'presumably', 'of', 'Proto', '-', 'Norse', 'origin', ',', 'reconstructed', 'as', '*', 'Anu', '-', 'laibaz', ',', 'from', 'anu', '""', 'ancestor', ',', 'grand', '-', 'father', '""', 'and', 'laibaz', '""', 'heirloom', ',', 'descendant', '""', '.', '\n', 'Old', 'English', 'forms', 'are', 'attested', 'as', 'Ǣlāf', ',', 'Anlāf', '.', 'The', 'corresponding', 'Old', 'Novgorod', 'dialect', 'form', 'is', 'Uleb', '.', 'A', 'later', 'English', 'form', 'of', 'the', 'name', 'is', 'Olave', '.']",-3
english,"['When', 'was', 'Berlin', 'founded', '?']","['History', 'of', 'Berlin']","['The', 'history', 'of', 'Berlin', 'starts', 'with', 'its', 'foundation', 'in', 'the', '13th', 'century', '.', 'It', 'became', 'the', 'capital', 'of', 'the', 'Margraviate', 'of', 'Brandenburg', 'in', '1417', ',', 'and', 'later', 'of', 'Brandenburg', '-', 'Prussia', ',', 'and', 'the', 'Kingdom', 'of', 'Prussia', '.', 'Prussia', 'grew', 'rapidly', 'in', 'the', '18th', 'and', '19th', 'century', ',', 'and', 'formed', 'the', 'basis', 'of', 'the', 'German', 'Empire', 'in', '1871', '.', 'After', '1900', 'Berlin', 'became', 'a', 'major', 'world', 'city', ',', 'known', 'for', 'its', 'leadership', 'roles', 'in', 'science', ',', 'the', 'humanities', ',', 'music', ',', 'museums', ',', 'higher', 'education', ',', 'government', ',', 'diplomacy', 'and', 'military', 'affairs', '.', ' ', 'It', 'also', 'had', 'a', 'role', 'in', 'manufacturing', 'and', 'finance', '.', 'During', 'World', 'War', 'II', ',', 'it', 'was', 'virtually', 'destroyed', 'by', 'bombing', ',', 'artillery', ',', 'and', 'ferocious', 'street', '-', 'by', '-', 'street', 'fighting', '.', 'It', 'was', 'split', 'between', 'the', 'victors', ',', 'and', 'lost', 'its', 'world', 'leadership', 'roles', '.', ' ', 'With', 'the', 'reunification', 'of', 'Germany', 'in', '1990', ',', 'Berlin', 'was', 'restored', 'as', 'a', 'capital', 'and', 'as', 'a', 'major', 'world', 'city', '.']",-3
english,"['When', 'did', 'the', 'Japanese', 'Empire', 'end', '?']","['Empire', 'of', 'Japan']","['The', 'Empire', 'of', 'Japan(大日本帝國', ',', 'Dai', 'Nippon', 'Teikoku', ',', 'literally', 'meaning', '""', 'Empire', 'of', 'Great', 'Japan"")', '[12', ']', 'was', 'the', 'historical', 'nation', '-', 'state', '[nb', '2', ']', 'and', 'great', 'power', 'that', 'existed', 'from', 'the', 'Meiji', 'Restoration', 'in', '1868', 'to', 'the', 'enactment', 'of', 'the', '1947', 'constitution', 'of', 'modern', 'Japan', '.[6', ']']",-3
english,"['Which', 'sports', 'are', 'included', 'in', 'athletics', '?']","['Sport', 'of', 'athletics']","['Athletics', 'is', 'a', 'collection', 'of', 'sporting', 'events', 'that', 'involve', 'competitive', 'running', ',', 'jumping', ',', 'throwing', ',', 'and', 'walking', '.[1', ']', 'The', 'most', 'common', 'types', 'of', 'athletics', 'competitions', 'are', 'track', 'and', 'field', ',', 'road', 'running', ',', 'cross', 'country', 'running', ',', 'and', 'walking', 'race', '.']",-3
english,"['What', 'is', 'the', 'largest', 'city', 'in', 'Kyber', 'Pakhtunkhwa', '?']","['Khyber', 'Pakhtunkhwa']","['Peshawar', 'is', 'the', 'capital', 'and', 'largest', 'city', 'of', 'Khyber', 'Pakhtunkhwa', '.', 'The', 'city', 'is', 'the', 'most', 'populous', 'and', 'comprises', 'more', 'than', 'one', '-', 'eighth', 'of', 'the', 'province', ""'s"", 'population', 'and', 'Bannu', 'NA35', 'is', 'the', 'largest', 'NA', 'Seat', 'of', 'the', 'Province']",-3
english,"['How', 'big', 'was', 'the', 'Nazi', 'army', '?']","['German', 'Army', '(', '1935–1945', ')']","['The', 'German', 'Army', '(', 'German', ':', 'Heer', ',', 'German', 'pronunciation:', '[ˈheːɐ̯', ']', ',', 'lit', '.', 'Army', ')', 'was', 'the', 'land', 'forces', 'component', 'of', 'the', 'Wehrmacht', ',[lower-alpha', '1', ']', 'the', 'regular', 'German', 'Armed', 'Forces', ',', 'from', '1935', 'until', 'it', 'was', 'demobilized', 'and', 'later', 'dissolved', 'in', 'August', '1946', '.[1', ']', 'During', 'World', 'War', 'II', ',', 'a', 'total', 'of', 'about', '13', 'million', 'soldiers', 'served', 'in', 'the', 'German', 'Army', '.[2', ']', 'Germany', ""'s"", 'army', 'personnel', 'were', 'made', 'up', 'of', 'volunteers', 'and', 'conscripts']",-3
english,"['How', 'strong', 'are', 'electron', 'microscope', '?']","['Electron', 'microscope']","['An', 'electron', 'microscope', 'is', 'a', 'microscope', 'that', 'uses', 'a', 'beam', 'of', 'accelerated', 'electrons', 'as', 'a', 'source', 'of', 'illumination', '.', 'As', 'the', 'wavelength', 'of', 'an', 'electron', 'can', 'be', 'up', 'to', '100,000', 'times', 'shorter', 'than', 'that', 'of', 'visible', 'light', 'photons', ',', 'electron', 'microscopes', 'have', 'a', 'higher', 'resolving', 'power', 'than', 'light', 'microscopes', 'and', 'can', 'reveal', 'the', 'structure', 'of', 'smaller', 'objects', '.', 'A', 'scanning', 'transmission', 'electron', 'microscope', 'has', 'achieved', 'better', 'than', '50pm', 'resolution', 'in', 'annular', 'dark', '-', 'field', 'imaging', 'mode', '[1', ']', 'and', 'magnifications', 'of', 'up', 'to', 'about', '10,000,000x', 'whereas', 'most', 'light', 'microscopes', 'are', 'limited', 'by', 'diffraction', 'to', 'about', '200', 'nm', 'resolution', 'and', 'useful', 'magnifications', 'below', '2000x', '.']",-3
english,"['How', 'large', 'is', 'the', 'Redwood', 'National', 'Park', '?']","['Redwood', 'National', 'and', 'State', 'Parks']","['The', 'Redwood', 'National', 'and', 'State', 'Parks', '(', 'RNSP', ')', 'are', 'a', 'complex', 'of', 'several', 'state', 'and', 'national', 'parks', 'located', 'in', 'the', 'United', 'States', ',', 'along', 'the', 'coast', 'of', 'northern', 'California', '.', 'Comprising', 'Redwood', 'National', 'Park', '(', 'established', '1968', ')', 'and', 'California', ""'s"", 'Del', 'Norte', 'Coast', ',', 'Jedediah', 'Smith', ',', 'and', 'Prairie', 'Creek', 'Redwoods', 'State', 'Parks', '(', 'dating', 'from', 'the', '1920s', ')', ',', 'the', 'combined', 'RNSP', 'contain', '139,000', 'acres', '(', '560km2)', ',[3', ']', 'and', 'feature', 'old', '-', 'growth', 'temperate', 'rainforests', '.', 'Located', 'entirely', 'within', 'Del', 'Norte', 'and', 'Humboldt', 'Counties', ',', 'the', 'four', 'parks', ',', 'together', ',', 'protect', '45', '%', 'of', 'all', 'remaining', 'coast', 'redwood', '(', 'Sequoia', 'sempervirens', ')', 'old', '-', 'growth', 'forests', ',', 'totaling', 'at', 'least', '38,982', 'acres', '(', '157.75km2', ')', '.', 'These', 'trees', 'are', 'the', 'tallest', 'and', 'one', 'of', 'the', 'most', 'massive', 'tree', 'species', 'on', 'Earth', '.', 'In', 'addition', 'to', 'the', 'redwood', 'forests', ',', 'the', 'parks', 'preserve', 'other', 'indigenous', 'flora', ',', 'fauna', ',', 'grassland', 'prairie', ',', 'cultural', 'resources', ',', 'portions', 'of', 'rivers', 'and', 'other', 'streams', ',', 'and', '37', 'miles', '(', '60', 'km', ')', 'of', 'pristine', 'coastline', '.']",-3
english,"['What', 'is', 'the', 'difference', 'between', 'ciphers', 'and', 'codes', '?']",['Cipher'],"['Codes', 'generally', 'substitute', 'different', 'length', 'strings', 'of', 'characters', 'in', 'the', 'output', ',', 'while', 'ciphers', 'generally', 'substitute', 'the', 'same', 'number', 'of', 'characters', 'as', 'are', 'input', '.', ' ', 'There', 'are', 'exceptions', 'and', 'some', 'cipher', 'systems', 'may', 'use', 'slightly', 'more', ',', 'or', 'fewer', ',', 'characters', 'when', 'output', 'versus', 'the', 'number', 'that', 'were', 'input', '.']",-3
english,"['Where', 'was', 'the', 'first', 'Formula', 'One', 'race', 'held', '?']","['Formula', 'One']","['Formula', 'One', '(', 'also', 'Formula', '1', 'or', 'F1', ')', 'is', 'the', 'highest', 'class', 'of', ' ', 'single', '-', 'seater', 'auto', 'racing', 'sanctioned', 'by', 'the', 'Fédération', 'Internationale', 'de', ""l'Automobile"", '(', 'FIA', ')', 'and', 'owned', 'by', 'the', 'Formula', 'One', 'Group', '.', 'The', 'FIA', 'Formula', 'One', 'World', 'Championship', 'has', 'been', 'one', 'of', 'the', 'premier', 'forms', 'of', 'racing', 'around', 'the', 'world', 'since', 'its', 'inaugural', 'season', 'in', '1950', '.', 'The', 'word', ' ', '""', 'formula', '""', 'in', 'the', 'name', 'refers', 'to', 'the', 'set', 'of', 'rules', 'to', 'which', 'all', 'participants', ""'"", 'cars', 'must', 'conform', '.[1', ']', 'A', 'Formula', 'One', 'season', 'consists', 'of', 'a', 'series', 'of', 'races', ',', 'known', 'as', ' ', 'Grands', 'Prix', '(', 'Frenchfor', ""'"", 'grand', 'prizes', ""'"", 'or', ""'"", 'great', 'prizes', ""'"", ')', ',', 'which', 'take', 'place', 'worldwide', 'on', 'purpose', '-', 'built', ' ', 'circuits', 'and', 'on', 'public', 'roads', '.']",-3
english,"['What', 'party', 'committed', 'the', 'massacre', 'for', 'the', 'Valentine', ""'s"", 'Day', 'incident', '?']","['Saint', 'Valentine', ""'s"", 'Day', 'Massacre']","['The', 'Saint', 'Valentine', ""'s"", 'Day', 'Massacre', 'is', 'the', 'name', 'given', 'to', 'the', '1929', 'Valentine', ""'s"", 'Day', 'murder', 'of', 'seven', 'members', 'and', 'associates', 'of', 'Chicago', ""'s"", 'North', 'Side', 'Gang', '.', 'The', 'men', 'were', 'gathered', 'at', 'a', 'Lincoln', 'Park', 'garage', 'on', 'the', 'morning', 'of', 'Valentine', ""'s"", 'Day', ',', 'where', 'they', 'were', 'made', 'to', 'line', 'up', 'against', 'a', 'wall', 'and', 'shot', 'by', 'four', 'unknown', 'assailants', '.', 'The', 'incident', 'resulted', 'from', 'the', 'struggle', 'between', 'the', 'Irish', 'North', 'Siders', 'and', 'their', 'Italian', 'South', 'Side', 'rivals', ',', 'led', 'by', 'Al', 'Capone', ',', 'to', 'control', 'organized', 'crime', 'in', 'the', 'city', 'during', 'Prohibition', '.[1', ']', 'Though', 'the', 'perpetrators', 'have', 'not', 'been', 'conclusively', 'identified', ',', 'former', 'members', 'of', 'the', 'Egan', ""'s"", 'Rats', 'gang', ',', 'working', 'for', 'Capone', ',', 'are', 'suspected', 'of', 'a', 'significant', 'role', 'as', 'are', 'members', 'of', 'the', 'Chicago', 'Police', 'Department', 'who', 'are', 'said', 'to', 'have', 'had', 'personal', 'revenge', 'as', 'their', 'motive', 'following', 'the', 'killing', 'of', 'a', 'police', 'officer', ""'s"", 'son', '.']",-3
english,"['When', 'was', 'Wu', 'Zetian', 'born', '?']","['Wu', 'Zetian']","['Wu', 'Zetian', '(', '17', 'February', '624', '–', '16', 'December', '705)', ',[3][4', ']', 'alternatively', 'named', 'Wu', 'Zhao', ',', 'Wu', 'Hou', ',', 'during', 'the', 'later', 'Tang', 'dynasty', 'as', 'Tian', 'Hou', ',', 'in', 'English', 'as', 'Empress', 'Consort', 'Wu', 'or', 'by', 'the', 'deprecated', 'term', '[5', ']', '""', 'Empress', 'Wu', '""', ',', 'was', 'a', 'Chinese', 'sovereign', 'who', 'ruled', 'unofficially', 'as', 'empress', 'consort', 'and', 'empress', 'dowager', 'and', 'officially', 'as', 'empress', 'regnant', '(', '皇帝', ')', 'during', 'the', 'brief', 'Zhou', 'dynasty', '(', '周', ',', '690–705)', ',[3', ']', 'which', 'interrupted', 'the', 'Tang', 'dynasty', '.', 'Wu', 'was', 'the', 'sole', 'officially', 'recognized', 'empress', 'regnant', 'of', 'China', 'in', 'more', 'than', 'two', 'millennia', '.']",-3
english,"['Who', 'made', 'Eternal', 'Darkness', ':', 'Sanity', ""'s"", 'Requiem', '?']","['Eternal', 'Darkness']","['Eternal', 'Darkness', ':', 'Sanity', ""'s"", 'Requiem', 'is', 'an', 'action', '-', 'adventure', 'video', 'game', 'developed', 'by', 'Silicon', 'Knights', 'and', 'published', 'by', 'Nintendo', '.', 'Originally', 'planned', 'for', 'the', 'Nintendo', '64', ',', 'it', 'was', 'switched', 'to', 'the', 'GameCube', 'for', 'development', 'and', 'released', 'on', 'June', '24', ',', '2002', '.', 'While', 'the', 'game', 'features', 'similar', 'gameplay', 'mechanics', 'to', 'that', 'of', 'Resident', 'Evil', ',', 'it', 'distinguishes', 'itself', 'with', 'unique', 'features', ',', 'such', 'as', '""', 'sanity', 'effects', '""', '.', 'In', 'the', 'game', ',', 'players', 'take', 'on', 'the', 'role', 'of', 'several', 'characters', 'as', 'they', 'battle', 'a', 'powerful', 'entity', 'who', 'seeks', 'to', 'enslave', 'humanity', '.']",-3
english,"['When', 'did', 'the', 'field', 'of', 'classical', 'mechanics', 'originate', '?']","['Classical', 'mechanics']","['The', 'earliest', 'development', 'of', 'classical', 'mechanics', 'is', 'often', 'referred', 'to', 'as', 'Newtonian', 'mechanics', '.', 'It', 'consists', 'of', 'the', 'physical', 'concepts', 'employed', 'by', 'and', 'the', 'mathematical', 'methods', 'invented', 'by', 'Isaac', 'Newton', 'and', 'Gottfried', 'Wilhelm', 'Leibniz', 'and', 'others', 'in', 'the', '17th', 'century', 'to', 'describe', 'the', 'motion', 'of', 'bodies', 'under', 'the', 'influence', 'of', 'a', 'system', 'of', 'forces', '.']",-3
english,"['When', 'did', 'the', 'New', 'Black', 'Panther', 'Party', 'voter', 'intimidation', 'case', 'take', 'place', '?']","['New', 'Black', 'Panther', 'Party', 'voter', 'intimidation', 'case']","['The', 'conduct', 'for', 'which', 'members', 'of', 'the', 'New', 'Black', 'Panther', 'Party', 'were', 'accused', 'of', 'voter', 'intimidation', 'took', 'place', 'on', 'Election', 'Day', 'in', 'November', '2008', ',', 'at', 'a', 'polling', 'station', 'in', 'a', 'predominantly', 'African', '-', 'American', ',', 'Democratic', 'voting', 'district', 'of', 'Philadelphia', '.[4', ']']",-3
english,"['Who', 'went', 'to', 'jail', 'for', 'Whitewater', '?']","['Whitewater', 'controversy']","['David', 'Hale', ',', 'the', 'source', 'of', 'criminal', 'allegations', 'against', 'the', 'Clintons', ',', 'claimed', 'in', 'November', '1993', 'that', 'Bill', 'Clinton', 'had', 'pressured', 'him', 'into', 'providing', 'an', 'illegal', '$', '300,000', 'loan', 'to', 'Susan', 'McDougal', ',', 'the', 'Clintons', ""'"", 'partner', 'in', 'the', 'Whitewater', 'land', 'deal', '.[3', ']', 'The', 'allegations', 'were', 'regarded', 'as', 'questionable', 'because', 'Hale', 'had', 'not', 'mentioned', 'Clinton', 'in', 'reference', 'to', 'this', 'loan', 'during', 'the', 'original', 'FBI', 'investigation', 'of', 'Madison', 'Guaranty', 'in', '1989', ';', 'only', 'after', 'coming', 'under', 'indictment', 'himself', 'in', '1993', ',', 'did', 'Hale', 'make', 'allegations', 'against', 'the', 'Clintons', '.[4', ']', 'A', 'U.S.', 'Securities', 'and', 'Exchange', 'Commission', 'investigation', 'resulted', 'in', 'convictions', 'against', 'the', 'McDougals', 'for', 'their', 'role', 'in', 'the', 'Whitewater', 'project', '.', 'Jim', 'Guy', 'Tucker', ',', 'Bill', 'Clinton', ""'s"", 'successor', 'as', 'governor', ',', 'was', 'convicted', 'of', 'fraud', 'and', 'sentenced', 'to', 'four', 'years', 'of', 'probation', 'for', 'his', 'role', 'in', 'the', 'matter', '.[5', ']', 'Susan', 'McDougal', 'served', '18', 'months', 'in', 'prison', 'for', 'contempt', 'of', 'court', 'for', 'refusing', 'to', 'answer', 'questions', 'relating', 'to', 'Whitewater', '.']",-3
english,"['When', 'did', 'Australia', 'separate', 'from', 'Britain', '?']","['Constitutional', 'history', 'of', 'Australia']","['It', 'was', 'then', 'passed', '(', 'with', 'an', 'amendment', 'allowing', 'for', 'some', 'appeals', 'to', 'the', 'Privy', 'Council', 'in', 'London', ')', 'as', 'an', 'Act', 'of', 'the', 'British', 'Parliament', ':', 'the', 'Commonwealth', 'of', 'Australia', 'Constitution', 'Act', '1900', '.', 'The', 'Act', 'entered', 'into', 'force', 'on', '1', 'January', '1901', ',', 'at', 'which', 'point', 'the', 'Commonwealth', 'of', 'Australia', 'came', 'into', 'being', '.']",-3
english,"['When', 'was', 'Poland', 'occupied', 'by', 'Prussia', '?']","['Partitions', 'of', 'Poland']","['The', 'First', 'Partition', 'of', 'Poland', 'was', 'decided', 'on', 'August', '5', ',', '1772', '.', 'Two', 'decades', 'later', ',', 'Russian', 'and', 'Prussian', 'troops', 'entered', 'the', 'Commonwealth', 'again', 'and', 'the', 'Second', 'Partition', 'was', 'signed', 'on', 'January', '23', ',', '1793', '.', 'Austria', 'did', 'not', 'participate', 'in', 'the', 'Second', 'Partition', '.', 'The', 'Third', 'Partition', 'of', 'Poland', 'took', 'place', 'on', 'October', '24', ',', '1795', ',', 'in', 'reaction', 'to', 'the', 'unsuccessful', 'Polish', 'Kościuszko', 'Uprising', 'the', 'previous', 'year', '.', 'With', 'this', 'partition', ',', 'the', 'Commonwealth', 'ceased', 'to', 'exist', '.[1', ']']",-3
english,"['Where', 'is', 'Adelaide', 'located', '?']",['Adelaide'],"['Adelaide', '(', '/ˈædəleɪd/(listen', ')', 'AD', '-', 'ə', '-', 'layd)', '[8', ']', 'is', 'the', 'capital', 'city', 'of', 'the', 'state', 'of', 'South', 'Australia', ',', 'and', 'the', 'fifth', '-', 'most', 'populous', 'city', 'of', 'Australia', '.', 'In', 'June', '2017', ',', 'Adelaide', 'had', 'an', 'estimated', 'resident', 'population', 'of', '1,333,927', '.[1', ']', 'Adelaide', 'is', 'home', 'to', 'more', 'than', '75', 'percent', 'of', 'the', 'South', 'Australian', 'population', ',', 'making', 'it', 'the', 'most', 'centralised', 'population', 'of', 'any', 'state', 'in', 'Australia', '.']",-3
english,"['What', 'is', 'the', 'most', 'common', 'form', 'of', 'respiratory', 'disease', 'in', 'humans', '?']","['Common', 'cold']","['The', 'common', 'cold', 'is', 'the', 'most', 'frequent', 'infectious', 'disease', 'in', 'humans', '.[17', ']', 'The', 'average', 'adult', 'gets', 'two', 'to', 'three', 'colds', 'a', 'year', ',', 'while', 'the', 'average', 'child', 'may', 'get', 'six', 'to', 'eight', '.[7][10', ']', 'Infections', 'occur', 'more', 'commonly', 'during', 'the', 'winter', '.[2', ']', 'These', 'infections', 'have', 'existed', 'throughout', 'human', 'history', '.[18', ']']",-3
english,"['How', 'many', 'people', 'became', 'infected', 'with', 'the', 'Spanish', 'Flu', '?']","['Spanish', 'flu']","['The', '1918', 'influenza', 'pandemic', '(', 'January', '1918', '–', 'December', '1920', ';', 'colloquially', 'known', 'as', 'Spanish', 'flu', ')', 'was', 'an', 'unusually', 'deadly', 'influenza', 'pandemic', ',', 'the', 'first', 'of', 'the', 'two', 'pandemics', 'involving', 'H1N1', 'influenza', 'virus', '.[1', ']', 'It', 'infected', '500million', 'people', 'around', 'the', 'world', ',[2', ']', 'including', 'people', 'on', 'remote', 'Pacific', 'islands', 'and', 'in', 'the', 'Arctic', ',', 'and', 'resulted', 'in', 'the', 'deaths', 'of', '50', 'to', '100million', '(', 'three', 'to', 'five', 'percent', 'of', 'the', 'world', ""'s"", 'population)', ',[3', ']', 'making', 'it', 'one', 'of', 'the', 'deadliest', 'natural', 'disasters', 'in', 'human', 'history', '.[4][5][6', ']']",-3
english,"['What', 'makes', 'genes', 'considered', 'dominant', '?']","['Dominance', '(', 'genetics', ')']","['Dominance', 'in', 'genetics', 'is', 'a', 'relationship', 'between', 'alleles', 'of', 'one', 'gene', ',', 'in', 'which', 'the', 'effect', 'on', 'phenotype', 'of', 'one', 'allele', 'masks', 'the', 'contribution', 'of', 'a', 'second', 'allele', 'at', 'the', 'same', 'locus', '.[1][2', ']', 'The', 'first', 'allele', 'is', 'dominant', 'and', 'the', 'second', 'allele', 'is', 'recessive', '.', ' ', 'For', 'genes', 'on', 'an', 'autosome', '(', 'any', 'chromosome', 'other', 'than', 'a', 'sex', 'chromosome', ')', ',', 'the', 'alleles', 'and', 'their', 'associated', 'traits', 'are', 'autosomal', 'dominant', 'or', 'autosomal', 'recessive', '.', 'Dominance', 'is', 'a', 'key', 'concept', 'in', 'Mendelian', 'inheritance', 'and', 'classical', 'genetics', '.', 'Often', 'the', 'dominant', 'allele', 'codes', 'for', 'a', 'functional', 'protein', 'whereas', 'the', 'recessive', 'allele', 'does', 'not', '.']",-3
